weapon_class,weapon_damage,weapon_cooldownAfterLastBullet,weapon_reloadTime,weapon_ammo,weapon_projectile_speed,weapon_projectile_range,weapon_projectile_spawn_delay_after_shot,CollectionID,StarLevel,IsNFT,level,name
Elemental,1150.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,6,Tesla Gun X
Elemental,1200.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,6,Tesla Gun X
Elemental,1250.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,6,Tesla Gun X
Elemental,1300.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,6,Tesla Gun X
Elemental,1600.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,6,Tesla Gun X
Elemental,1819.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,6,Tesla Gun X
Precision,1200.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,6,Railgun
Precision,1250.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,6,Railgun
Precision,1300.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,6,Railgun
Precision,1350.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,6,Railgun
Precision,1425.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,6,Railgun
Precision,1500.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,6,Railgun
Precision,1225.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,6,Railgun-X
Precision,1260.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,6,Railgun-X
Precision,1320.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,6,Railgun-X
Precision,1390.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,6,Railgun-X
Precision,1470.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,6,Railgun-X
Precision,1590.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,6,Railgun-X
Elemental,150.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,6,Dragonbreath
Elemental,160.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,6,Dragonbreath
Elemental,170.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,6,Dragonbreath
Elemental,180.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,6,Dragonbreath
Elemental,190.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,6,Dragonbreath
Elemental,235.74999999999997,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,6,Dragonbreath
Precision,1525.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,6,Skybreaker
Precision,1585.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,6,Skybreaker
Precision,1655.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,6,Skybreaker
Precision,1745.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,6,Skybreaker
Precision,1825.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,6,Skybreaker
Precision,2300.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,6,Skybreaker
Explosive,1460.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,6,Hellfire Launcher
Explosive,1525.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,6,Hellfire Launcher
Explosive,1560.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,6,Hellfire Launcher
Explosive,1660.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,6,Hellfire Launcher
Explosive,1760.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,6,Hellfire Launcher
Explosive,2202.25,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,6,Hellfire Launcher
Automatic,290.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,6,Titan Shredder
Automatic,310.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,6,Titan Shredder
Automatic,330.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,6,Titan Shredder
Automatic,350.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,6,Titan Shredder
Automatic,370.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,6,Titan Shredder
Automatic,488.74999999999994,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,6,Titan Shredder
Spread,1350.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,6,Helios Cannon
Spread,1400.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,6,Helios Cannon
Spread,1450.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,6,Helios Cannon
Spread,1505.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,6,Helios Cannon
Spread,1635.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,6,Helios Cannon
Spread,2000.9999999999998,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,6,Helios Cannon
Precision,1100.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,6,Wrath Of Artemis
Precision,1150.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,6,Wrath Of Artemis
Precision,1200.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,6,Wrath Of Artemis
Precision,1250.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,6,Wrath Of Artemis
Precision,1325.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,6,Wrath Of Artemis
Precision,1609.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,6,Wrath Of Artemis
Spread,2320.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,7,Boomstick
Spread,2480.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,7,Boomstick
Spread,2540.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,7,Boomstick
Spread,2600.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,7,Boomstick
Spread,2690.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,7,Boomstick
Spread,2780.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,7,Boomstick
Spread,2392.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,7,Boomstick-X
Spread,2564.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,7,Boomstick-X
Spread,2618.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,7,Boomstick-X
Spread,2702.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,7,Boomstick-X
Spread,2810.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,7,Boomstick-X
Spread,3205.7200000000003,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,7,Boomstick-X
Automatic,1820.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,7,Blaster
Automatic,1960.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,7,Blaster
Automatic,2020.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,7,Blaster
Automatic,2080.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,7,Blaster
Automatic,2170.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,7,Blaster
Automatic,2260.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,7,Blaster
Automatic,1880.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,7,Blaster-X
Automatic,1940.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,7,Blaster-X
Automatic,2000.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,7,Blaster-X
Automatic,2060.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,7,Blaster-X
Automatic,2480.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,7,Blaster-X
Automatic,2766.4,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,7,Blaster-X
Explosive,1290.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,7,Mortar Gun
Explosive,1404.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,7,Mortar Gun
Explosive,1464.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,7,Mortar Gun
Explosive,1524.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,7,Mortar Gun
Explosive,1584.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,7,Mortar Gun
Explosive,1726.2,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,7,Mortar Gun
Explosive,1320.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,7,Mortar Gun X
Explosive,1356.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,7,Mortar Gun X
Explosive,1404.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,7,Mortar Gun X
Explosive,1500.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,7,Mortar Gun X
Explosive,1602.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,7,Mortar Gun X
Explosive,1829.28,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,7,Mortar Gun X
Elemental,1120.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,7,Tesla Gun
Elemental,1180.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,7,Tesla Gun
Elemental,1370.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,7,Tesla Gun
Elemental,1430.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,7,Tesla Gun
Elemental,1490.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,7,Tesla Gun
Elemental,1550.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,7,Tesla Gun
Elemental,1180.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,7,Tesla Gun X
Elemental,1240.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,7,Tesla Gun X
Elemental,1300.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,7,Tesla Gun X
Elemental,1360.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,7,Tesla Gun X
Elemental,1680.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,7,Tesla Gun X
Elemental,1926.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,7,Tesla Gun X
Precision,1220.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,7,Railgun
Precision,1280.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,7,Railgun
Precision,1340.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,7,Railgun
Precision,1400.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,7,Railgun
Precision,1490.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,7,Railgun
Precision,1580.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,7,Railgun
Precision,1250.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,7,Railgun-X
Precision,1292.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,7,Railgun-X
Precision,1364.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,7,Railgun-X
Precision,1448.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,7,Railgun-X
Precision,1544.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,7,Railgun-X
Precision,1688.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,7,Railgun-X
Elemental,154.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,7,Dragonbreath
Elemental,166.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,7,Dragonbreath
Elemental,178.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,7,Dragonbreath
Elemental,190.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,7,Dragonbreath
Elemental,202.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,7,Dragonbreath
Elemental,252.99999999999997,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,7,Dragonbreath
Precision,1550.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,7,Skybreaker
Precision,1622.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,7,Skybreaker
Precision,1706.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,7,Skybreaker
Precision,1814.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,7,Skybreaker
Precision,1910.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,7,Skybreaker
Precision,2438.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,7,Skybreaker
Explosive,1492.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,7,Hellfire Launcher
Explosive,1570.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,7,Hellfire Launcher
Explosive,1612.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,7,Hellfire Launcher
Explosive,1732.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,7,Hellfire Launcher
Explosive,1852.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,7,Hellfire Launcher
Explosive,2343.7,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,7,Hellfire Launcher
Automatic,298.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,7,Titan Shredder
Automatic,322.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,7,Titan Shredder
Automatic,346.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,7,Titan Shredder
Automatic,370.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,7,Titan Shredder
Automatic,394.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,7,Titan Shredder
Automatic,529.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,7,Titan Shredder
Spread,1370.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,7,Helios Cannon
Spread,1430.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,7,Helios Cannon
Spread,1490.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,7,Helios Cannon
Spread,1556.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,7,Helios Cannon
Spread,1712.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,7,Helios Cannon
Spread,2113.7,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,7,Helios Cannon
Precision,1120.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,7,Wrath Of Artemis
Precision,1180.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,7,Wrath Of Artemis
Precision,1240.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,7,Wrath Of Artemis
Precision,1300.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,7,Wrath Of Artemis
Precision,1390.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,7,Wrath Of Artemis
Precision,1701.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,7,Wrath Of Artemis
Spread,2340.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,8,Boomstick
Spread,2510.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,8,Boomstick
Spread,2580.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,8,Boomstick
Spread,2650.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,8,Boomstick
Spread,2755.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,8,Boomstick
Spread,2860.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,8,Boomstick
Spread,2424.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,8,Boomstick-X
Spread,2608.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,8,Boomstick-X
Spread,2671.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,8,Boomstick-X
Spread,2769.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,8,Boomstick-X
Spread,2895.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,8,Boomstick-X
Spread,3329.84,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,8,Boomstick-X
Automatic,1840.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,8,Blaster
Automatic,1990.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,8,Blaster
Automatic,2060.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,8,Blaster
Automatic,2130.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,8,Blaster
Automatic,2235.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,8,Blaster
Automatic,2340.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,8,Blaster
Automatic,1910.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,8,Blaster-X
Automatic,1980.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,8,Blaster-X
Automatic,2050.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,8,Blaster-X
Automatic,2120.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,8,Blaster-X
Automatic,2560.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,8,Blaster-X
Automatic,2880.8,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,8,Blaster-X
Explosive,1305.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,8,Mortar Gun
Explosive,1428.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,8,Mortar Gun
Explosive,1498.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,8,Mortar Gun
Explosive,1568.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,8,Mortar Gun
Explosive,1638.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,8,Mortar Gun
Explosive,1793.4,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,8,Mortar Gun
Explosive,1340.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,8,Mortar Gun X
Explosive,1382.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,8,Mortar Gun X
Explosive,1438.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,8,Mortar Gun X
Explosive,1550.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,8,Mortar Gun X
Explosive,1669.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,8,Mortar Gun X
Explosive,1928.16,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,8,Mortar Gun X
Elemental,1140.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,8,Tesla Gun
Elemental,1210.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,8,Tesla Gun
Elemental,1410.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,8,Tesla Gun
Elemental,1480.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,8,Tesla Gun
Elemental,1550.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,8,Tesla Gun
Elemental,1620.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,8,Tesla Gun
Elemental,1210.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,8,Tesla Gun X
Elemental,1280.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,8,Tesla Gun X
Elemental,1350.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,8,Tesla Gun X
Elemental,1420.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,8,Tesla Gun X
Elemental,1760.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,8,Tesla Gun X
Elemental,2033.0000000000002,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,8,Tesla Gun X
Precision,1240.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,8,Railgun
Precision,1310.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,8,Railgun
Precision,1380.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,8,Railgun
Precision,1450.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,8,Railgun
Precision,1555.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,8,Railgun
Precision,1660.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,8,Railgun
Precision,1275.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,8,Railgun-X
Precision,1324.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,8,Railgun-X
Precision,1408.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,8,Railgun-X
Precision,1506.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,8,Railgun-X
Precision,1618.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,8,Railgun-X
Precision,1786.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,8,Railgun-X
Elemental,158.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,8,Dragonbreath
Elemental,172.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,8,Dragonbreath
Elemental,186.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,8,Dragonbreath
Elemental,200.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,8,Dragonbreath
Elemental,214.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,8,Dragonbreath
Elemental,270.25,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,8,Dragonbreath
Precision,1575.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,8,Skybreaker
Precision,1659.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,8,Skybreaker
Precision,1757.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,8,Skybreaker
Precision,1883.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,8,Skybreaker
Precision,1995.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,8,Skybreaker
Precision,2576.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,8,Skybreaker
Explosive,1524.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,8,Hellfire Launcher
Explosive,1615.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,8,Hellfire Launcher
Explosive,1664.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,8,Hellfire Launcher
Explosive,1804.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,8,Hellfire Launcher
Explosive,1944.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,8,Hellfire Launcher
Explosive,2485.1499999999996,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,8,Hellfire Launcher
Automatic,306.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,8,Titan Shredder
Automatic,334.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,8,Titan Shredder
Automatic,362.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,8,Titan Shredder
Automatic,390.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,8,Titan Shredder
Automatic,418.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,8,Titan Shredder
Automatic,569.25,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,8,Titan Shredder
Spread,1390.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,8,Helios Cannon
Spread,1460.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,8,Helios Cannon
Spread,1530.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,8,Helios Cannon
Spread,1607.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,8,Helios Cannon
Spread,1789.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,8,Helios Cannon
Spread,2226.3999999999996,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,8,Helios Cannon
Precision,1140.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,8,Wrath Of Artemis
Precision,1210.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,8,Wrath Of Artemis
Precision,1280.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,8,Wrath Of Artemis
Precision,1350.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,8,Wrath Of Artemis
Precision,1455.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,8,Wrath Of Artemis
Precision,1793.9999999999998,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,8,Wrath Of Artemis
Spread,2360.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,9,Boomstick
Spread,2540.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,9,Boomstick
Spread,2620.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,9,Boomstick
Spread,2700.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,9,Boomstick
Spread,2820.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,9,Boomstick
Spread,2940.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,9,Boomstick
Spread,2456.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,9,Boomstick-X
Spread,2652.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,9,Boomstick-X
Spread,2724.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,9,Boomstick-X
Spread,2836.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,9,Boomstick-X
Spread,2980.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,9,Boomstick-X
Spread,3453.96,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,9,Boomstick-X
Automatic,1860.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,9,Blaster
Automatic,2020.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,9,Blaster
Automatic,2100.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,9,Blaster
Automatic,2180.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,9,Blaster
Automatic,2300.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,9,Blaster
