identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,Background,Body,Earrings,Eyes,Face,Head,Headgear,LegAccessories,Legs,Mouth,Perk 1,Perk 2,Rarity Class,Skin,Species,level,health,shield,talent_points_available,talent_points_total,earn_rate,character_tokens,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CRHEROES-9edff2-0226,CRHEROES-9edff2,Space Shark #550,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Cool Moves,Precision Weapons Proficiency,Legendary,Bioluminescent,Space Shark,13,2123,1229,35,35,1.57,34,1,3,0,0,3,2,4,1,0,3,1,7,2,1,14,3,0,0,10,0,0
CRHEROES-9edff2-0227,CRHEROES-9edff2,Space Shark #551,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Cool Moves,Galvanized,Legendary,Bioluminescent,Space Shark,9,1141,658,15,15,0.88,1222,2,0,0,0,0,2,0,10,5,1,0,2,0,0,10,3,0,0,0,0,0
CRHEROES-9edff2-0228,CRHEROES-9edff2,Space Shark #552,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1rurvrlw64r68eys9x6wr0js5dwypw8v9yl4jupsvly2wxw7pvx8sns8u4t,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Resilience,Galvanized,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,557,0,6,0,0,1,0,0,10,3,12,0,0,5,0,3,0,0,0,0,0,0
CRHEROES-9edff2-0229,CRHEROES-9edff2,Space Shark #553,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Cold Blooded,Overshield,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,3,1,0,0,0,1,12,3,4,5,0,11,1,1,0,0,1,0,0,0,0,0
CRHEROES-9edff2-022a,CRHEROES-9edff2,Space Shark #554,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1whxprrk7swdt7dpf9elvcaepxnt7wh04wrpqwjex4ng85j78992qj0ju6w,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Elemental Weapons Proficiency,Nano Meds,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,1471,0,4,0,0,2,3,1,0,10,0,0,2,0,4,0,4,0,0,0,0,10
CRHEROES-9edff2-022b,CRHEROES-9edff2,Space Shark #555,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1am2t6wlec0aryeu7kn0llg3wdfcaxcmuv8wsl93wknw7w8s6espssakdrc,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Cool Moves,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,577,0,0,0,0,0,2,10,0,2,0,0,1,0,0,10,5,0,0,0,0,0
CRHEROES-9edff2-022c,CRHEROES-9edff2,Space Shark #556,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd17duqphtx9spsd2v2l4445tqp37z9tfym5cjaxruvyqf278tdj82ssm8spe,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,15,2695,1562,45,45,2.01,662,8,2,0,0,3,0,10,6,0,5,1,8,9,3,0,0,0,0,0,0,10
CRHEROES-9edff2-022d,CRHEROES-9edff2,Space Shark #557,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd17duqphtx9spsd2v2l4445tqp37z9tfym5cjaxruvyqf278tdj82ssm8spe,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Brawler,Scavenger,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,238,0,2,0,0,2,1,2,1,0,0,1,0,1,17,0,13,0,0,0,0,0
CRHEROES-9edff2-022e,CRHEROES-9edff2,Space Shark #558,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1ssa92sdpuxjppdm7jyxxr2xq7tzdudefauv8yf7qr8dw3x9pfztqtn7at7,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Hodler,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,1811,1,11,0,0,1,4,1,0,10,0,3,1,2,1,3,2,0,0,0,0,0
CRHEROES-9edff2-022f,CRHEROES-9edff2,Space Shark #559,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1ugxwaqqljue507gfaagdwvlv7g345n56jyqm4mqph59yrur78sjseuepd2,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Elemental Weapons Proficiency,Scatter Weapons Proficiency,Legendary,Bioluminescent,Space Shark,9,1141,658,15,15,0.88,623,0,0,3,0,0,2,0,1,0,2,0,0,0,0,0,4,0,11,2,0,10
CRHEROES-9edff2-0230,CRHEROES-9edff2,Space Shark #560,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd14dpp0f5pd8wnddx7fkklk8psc0ur2khmw2nv2v6vkrwhqegyj4qqud0nl8,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Black Widow,Legendary,Bioluminescent,Space Shark,12,1857,1074,30,30,1.38,5449,5,5,0,10,5,2,10,0,1,3,4,2,1,0,0,2,0,0,0,0,0
CRHEROES-9edff2-0231,CRHEROES-9edff2,Space Shark #561,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Brawler,Precision Weapons Proficiency,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,42,0,3,0,0,0,0,1,2,3,1,0,1,3,1,4,11,0,0,10,0,0
CRHEROES-9edff2-0232,CRHEROES-9edff2,Space Shark #562,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1de6pcg5k8kf32kql6gxqt0rgldpsts3xrpj5r0ffyn62vrt8zghqf5gctz,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Hodler,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,12,1857,1074,30,30,1.38,95,2,13,0,0,1,6,3,2,2,0,3,1,2,1,1,3,0,0,0,0,10
CRHEROES-9edff2-0233,CRHEROES-9edff2,Space Shark #563,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Grounded,Adrenaline Rush,Legendary,Bioluminescent,Space Shark,11,1604,927,25,25,1.2,4,5,2,10,0,10,4,0,3,4,2,0,0,0,0,0,5,0,0,0,0,0
CRHEROES-9edff2-0234,CRHEROES-9edff2,Space Shark #564,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qsvms98qm0ev7u43t5cs6jnmcydwynply4n8gjfsut6qmqfcqy3q4859d0,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Scavenger,Legendary,Bioluminescent,Space Shark,8,932,536,10,10,0.74,1276,0,0,0,10,0,4,0,2,0,0,0,1,0,10,0,3,0,0,0,0,0
CRHEROES-9edff2-0235,CRHEROES-9edff2,Space Shark #565,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd189e4jtm0vg8rkje42xddn5z9fuhvf0jdref35c69nhcwzx2zkq3srxp98e,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Overachiever,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,22,10,0,3,2,1,0,1,0,0,0,2,0,1,3,0,0,2,1,0,14,0
CRHEROES-9edff2-0236,CRHEROES-9edff2,Space Shark #566,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1de6pcg5k8kf32kql6gxqt0rgldpsts3xrpj5r0ffyn62vrt8zghqf5gctz,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Escape Artist,Legendary,Bioluminescent,Space Shark,12,1857,1074,30,30,1.38,681,2,1,0,0,4,3,12,3,3,3,2,1,12,2,2,0,0,0,0,0,0
CRHEROES-9edff2-0237,CRHEROES-9edff2,Space Shark #567,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd189e4jtm0vg8rkje42xddn5z9fuhvf0jdref35c69nhcwzx2zkq3srxp98e,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Nano Meds,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,420,1,1,0,0,4,2,13,0,10,1,1,0,5,0,1,1,0,0,0,0,0
CRHEROES-9edff2-0238,CRHEROES-9edff2,Space Shark #568,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Resilience,Grounded,Legendary,Bioluminescent,Space Shark,9,1141,658,15,15,0.88,6,0,0,10,0,0,2,1,2,1,10,0,0,1,1,0,0,0,0,0,0,0
CRHEROES-9edff2-0239,CRHEROES-9edff2,Space Shark #569,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1rurvrlw64r68eys9x6wr0js5dwypw8v9yl4jupsvly2wxw7pvx8sns8u4t,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Legendary,Bioluminescent,Space Shark,11,1604,927,25,25,1.2,114,1,1,0,0,0,0,6,1,1,2,1,3,3,0,5,1,10,10,0,0,0
CRHEROES-9edff2-023a,CRHEROES-9edff2,Space Shark #570,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1ukhaj3n9299pzknnjyz29z5amrx4qfv3a3qmrrt5mn5rwp5v8ulszze324,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Adrenaline Rush,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,2287,0,4,0,0,12,2,1,1,0,2,0,2,0,2,2,2,0,0,0,0,10
CRHEROES-9edff2-023b,CRHEROES-9edff2,Space Shark #571,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Galvanized,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,11,1604,927,25,25,1.2,226,2,0,0,0,0,0,0,13,3,2,0,0,0,0,0,3,0,0,0,0,10
CRHEROES-9edff2-023c,CRHEROES-9edff2,Space Shark #572,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,65,1,0,0,10,2,1,4,3,1,0,1,1,2,0,1,3,0,0,0,0,10
CRHEROES-9edff2-023d,CRHEROES-9edff2,Space Shark #573,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1gcs4tfd4lnej86x4a8cxxn5xdmnneafgng0pye74463kp4r0rp4qp0x9ju,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Overachiever,Perseverance,Legendary,Bioluminescent,Space Shark,7,739,424,5,5,0.6,28,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-023e,CRHEROES-9edff2,Space Shark #574,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Galvanized,Nano Meds,Legendary,Bioluminescent,Space Shark,11,1604,927,25,25,1.2,0,0,5,0,0,5,0,1,10,10,0,2,0,3,5,4,0,0,0,0,0,0
CRHEROES-9edff2-023f,CRHEROES-9edff2,Space Shark #575,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,9.0,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Cold Blooded,Overachiever,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CRHEROES-9edff2-0240,CRHEROES-9edff2,Space Shark #576,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Stonewall,Legendary,Bioluminescent,Space Shark,13,2123,1229,35,35,1.57,135,4,3,0,10,1,1,17,2,3,3,1,7,0,0,0,3,0,0,0,0,0
CRHEROES-9edff2-0241,CRHEROES-9edff2,Space Shark #577,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1gfxz723cdm0ve4nf0j856u4ggqjqdmqvjuuzwuwf20t2rwen4dpqgexrjn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Hodler,Legendary,Bioluminescent,Space Shark,16,3000,1739,50,50,2.26,809,5,11,0,0,0,4,3,3,16,4,1,10,5,4,0,4,0,0,0,0,0
CRHEROES-9edff2-0242,CRHEROES-9edff2,Space Shark #578,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1gcs4tfd4lnej86x4a8cxxn5xdmnneafgng0pye74463kp4r0rp4qp0x9ju,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Escape Artist,Nano Meds,Legendary,Bioluminescent,Space Shark,8,932,536,10,10,0.74,227,0,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,0,0,0
CRHEROES-9edff2-0243,CRHEROES-9edff2,Space Shark #579,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Escape Artist,Adrenaline Rush,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,186,3,0,0,0,12,0,0,1,2,2,1,1,12,1,4,1,0,0,0,0,0
CRHEROES-9edff2-0244,CRHEROES-9edff2,Space Shark #580,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1gcs4tfd4lnej86x4a8cxxn5xdmnneafgng0pye74463kp4r0rp4qp0x9ju,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,4,0,0,1,2,0,1,0,0,12,4,0,1,0,0,0,2,2,0,1,12,2
CRHEROES-9edff2-0245,CRHEROES-9edff2,Space Shark #581,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1gfxz723cdm0ve4nf0j856u4ggqjqdmqvjuuzwuwf20t2rwen4dpqgexrjn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Resilience,Black Widow,Legendary,Bioluminescent,Space Shark,14,2403,1392,40,40,1.79,858,5,0,0,0,0,7,14,7,3,16,1,6,0,0,0,1,0,0,0,0,0
CRHEROES-9edff2-0246,CRHEROES-9edff2,Space Shark #582,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1vsns5n42arn6g62l8teff0n45zu7efjdfkxzljwxu4gf064ww5wql86uz0,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Precision Weapons Proficiency,Legendary,Bioluminescent,Space Shark,11,1604,927,25,25,1.2,5,2,0,0,0,1,0,11,1,1,7,2,3,1,1,2,3,0,0,10,0,0
CRHEROES-9edff2-0247,CRHEROES-9edff2,Space Shark #583,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Perseverance,Cold Blooded,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,7,0,0,0,0,0,5,2,0,6,0,11,11,3,0,1,1,0,0,0,0,0
CRHEROES-9edff2-0248,CRHEROES-9edff2,Space Shark #584,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,9.89,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
CRHEROES-9edff2-0249,CRHEROES-9edff2,Space Shark #585,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Scatter Weapons Proficiency,Nano Meds,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,2720,0,2,0,0,5,2,1,3,14,1,0,1,0,1,0,0,0,10,0,0,0
CRHEROES-9edff2-024a,CRHEROES-9edff2,Space Shark #586,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1pudwnytx4pnx6qxqae53hf7c8uqzaljt3w7leeysec6zpe6lfuhssaw6x8,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Hodler,Overachiever,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,562,13,14,0,0,1,0,1,2,3,0,0,1,3,1,0,1,0,0,0,0,0
CRHEROES-9edff2-024b,CRHEROES-9edff2,Space Shark #587,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1pudwnytx4pnx6qxqae53hf7c8uqzaljt3w7leeysec6zpe6lfuhssaw6x8,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Adrenaline Rush,Overachiever,Legendary,Bioluminescent,Space Shark,10,1365,788,20,20,1.03,964,12,1,0,0,14,0,1,2,1,2,1,2,2,1,0,1,0,0,0,0,0
CRHEROES-9edff2-024c,CRHEROES-9edff2,Space Shark #588,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Resilience,Legendary,Bioluminescent,Space Shark,9,1141,658,15,15,0.88,449,0,1,0,0,3,0,1,0,10,10,1,0,4,5,0,0,0,0,0,0,0
CRHEROES-9edff2-024d,CRHEROES-9edff2,Space Shark #589,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRHEROES-9edff2-9bdd5bac,erd12xun43zaej6kdh6eh0u9kku36x5wyzw4yqm74q52flep40wjxlhs3jyhjt,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Hodler,Automatic Weapons Proficiency,Legendary,Bioluminescent,Space Shark,9,1141,658,15,15,0.88,1357,0,10,0,0,2,1,2,2,0,1,1,0,3,0,0,3,10,0,0,0,0
